School,Make Tournament,Conference Champ,Last 12 Wins,Conference Finish,RPI Rank,NET Rank,Conference,Record,Adj. Offensive Efficiency,OE Rank,Adj. Defensive Efficiency,DE Rank,Barthag,Barthag Rank,Conference Record,SOS,Non-Conf SOS,Conference SOS,Conference Win %,Wins Above Bubble,WAB Rank
San Francisco,0,0,6,4,87,74,WCC,20-10,111.14715355661662,41,101.40056225453134,135,0.7418159650485352,75,9-7,0.506645380641875,0.3793772263454791,0.6072061599648302,0.5625,-2.7148172180846712,80
San Jose State,0,0,1,11,338,341,MWC,3-27,92.50269198138128,336,112.24821402734173,326,0.09753127006425373,338,1-17,0.49391624138171525,0.41286799633719173,0.5521683294282882,0.05555555555555555,-20.38375302906932,346
Santa Clara,0,0,6,5,189,181,WCC,15-15,100.15831365044635,240,102.45368779596049,157,0.43522207233541516,188,8-8,0.5147261543719144,0.3706848936742692,0.6203955078970962,0.5,-7.1660835551383535,157
Savannah State,0,0,7,7,332,339,MEAC,10-20,94.34159044381768,320,117.22308456381074,350,0.0760475420671235,343,8-8,0.3158557876861278,0.5578756746436897,0.13684000264737994,0.5,-15.024337086065454,299
Seattle,0,0,6,7,202,186,WAC,16-14,99.9718103519871,245,100.21843572953532,115,0.4929167289883885,162,6-10,0.4164592532085691,0.33806647289992664,0.46511149528846724,0.375,-8.943121997433932,186
Seton Hall,1,0,6,3,36,57,BE,20-13,108.21427605246447,80,96.00193192649738,48,0.7985195844852229,53,9-9,0.7149072559385665,0.5992118638586591,0.7750674891221173,0.5,-0.44396029541635107,55
Siena,0,0,8,2,210,253,MAAC,17-16,99.9595249526182,247,106.46952204716891,239,0.3261666791405725,238,11-7,0.3466310419718568,0.46126088169082674,0.2644547512650668,0.6111111111111112,-11.92049626076475,236
SIU Edwardsville,0,0,5,7,326,329,OVC,8-21,95.46669226464786,311,112.1519398254051,324,0.13559286249473732,328,6-12,0.38665249584554984,0.3836546302050536,0.3942397405434221,0.3333333333333333,-16.369640701656703,318
South Alabama,0,0,6,8,255,237,SB,15-17,102.87693009032074,181,106.61160779357252,240,0.3988933630137364,206,8-10,0.4542482613443204,0.38489298214462014,0.49325056740543033,0.4444444444444444,-10.979768368519517,220
South Carolina,0,0,6,4,99,81,SEC,15-16,107.9513916383518,86,96.50938993988353,56,0.7838878552158908,58,11-7,0.7174822734378672,0.5678588545149205,0.8058860431497537,0.6111111111111112,-2.1225680570116445,72
South Carolina State,0,0,3,9,341,336,MEAC,6-26,96.90495750594826,293,118.05542130048659,352,0.0936067863940646,339,5-11,0.33912148815719734,0.5991450151597848,0.13571881978375155,0.3125,-20.23455614434975,343
South Carolina Upstate,0,0,1,11,352,344,BSth,3-26,92.16524892816699,337,111.5279428151076,317,0.10038462927103578,337,1-15,0.4098051481548286,0.4673788998525525,0.35848124566925127,0.0625,-20.84901118850167,348
South Dakota,0,0,5,5,270,231,Sum,11-17,100.17335380643826,239,105.14068146064253,208,0.36434236575242634,223,7-9,0.4368628455360558,0.497558871379085,0.39240496746665726,0.4375,-11.720107375832622,232
South Dakota State,0,0,11,1,127,104,Sum,23-8,110.74333652004088,44,103.66979864194485,175,0.6811475863261506,97,14-2,0.3807886607031426,0.42709599822681016,0.34877848991588084,0.875,-3.4806255158757384,95
South Florida,0,0,6,7,135,99,Amer,18-13,101.89136898339666,200,96.55141069232847,58,0.6500055454817412,117,8-10,0.533610092179726,0.3213547838865148,0.6677184206419838,0.4444444444444444,-4.520483021253883,115
Southeast Missouri State,0,0,4,11,306,320,OVC,8-21,96.05189832109423,303,110.63008042049755,304,0.16451800209524434,318,5-13,0.41983079795780615,0.4386053467091731,0.4083574626097484,0.2777777777777778,-15.461440851645863,307
Southeastern Louisiana,0,0,9,3,223,249,Slnd,15-16,99.09678871874092,257,104.99231071924487,204,0.33971020220144005,231,12-6,0.36290830019090925,0.5283222944949615,0.2598422467404607,0.6666666666666666,-10.803398347831806,215
Southern,0,0,4,7,343,340,SWAC,6-25,92.651465266185,335,110.36503341289307,299,0.11795823554044178,334,6-12,0.34829506926829995,0.6154462418788702,0.169467167793592,0.3333333333333333,-19.146686014659597,340
Southern California,0,0,4,8,154,88,P12,16-17,108.58867591335388,75,100.6734953851959,122,0.7048232066828968,87,8-10,0.5898210584698901,0.48027129720238754,0.6526933042119513,0.4444444444444444,-7.1288057984937945,155
Southern Illinois,0,0,8,3,132,143,MVC,17-15,101.80668250600738,204,102.57285950822546,158,0.47845767230696684,173,10-8,0.483368478260544,0.5028785184155657,0.46946381284780603,0.5555555555555556,-8.23709279044581,173
Southern Methodist,0,0,3,9,138,98,Amer,15-17,111.88861394693592,37,104.7905355692798,198,0.6799875520024279,99,6-12,0.5997583020863111,0.43696782438076326,0.6913970022868137,0.3333333333333333,-6.503396525077873,143
Southern Mississippi,0,0,8,2,93,91,CUSA,17-11,106.73296677230917,110,99.34330804752906,100,0.6953194190864203,91,11-7,0.5108965027271178,0.5438192787916944,0.49206464862044796,0.6111111111111112,-5.759543326596716,135
Southern Utah,0,0,5,7,231,261,BSky,14-16,96.39568655661522,299,105.76547071546088,228,0.25601774197453886,282,9-11,0.35455460740546463,0.5169786182995787,0.3013434857130077,0.45,-12.037553342737375,241
St. Bonaventure,0,0,9,4,126,118,A10,18-15,101.28457694688574,215,95.149789522637107,35,0.6722855040257286,102,12-6,0.5221253633852241,0.5053437745229974,0.531883200587573,0.6666666666666666,-7.599675841585852,165
St. Francis (NY),0,0,5,5,236,254,NEC,15-15,95.50067509695792,307,103.86103138069454,180,0.27586120886965015,265,9-9,0.30415887713141315,0.39955073147210385,0.24459940814719325,0.5,-11.697536810489266,231
St. John's (NY),1,0,5,7,53,73,BE,21-12,109.07463265001803,64,99.38047230734242,101,0.744669591575721,74,8-10,0.6408499190087855,0.4332930571644645,0.7810320029089816,0.4444444444444444,-1.241980225099038,65
Stanford,0,0,6,8,140,108,P12,15-16,101.51381934780872,210,97.91136644358059,79,0.6024110634025084,133,8-10,0.6034031516962818,0.5332550980621821,0.6463917167558608,0.4444444444444444,-5.892593067769479,137
Stephen F. Austin,0,0,4,9,299,309,Slnd,10-16,94.68703069050798,318,108.56371187673162,274,0.1718258595569064,316,7-11,0.3856411907511352,0.6018022825845548,0.28956959438072655,0.3888888888888889,-11.951855811262199,237
Stetson,0,0,3,8,340,337,ASun,5-24,95.74168576953525,305,112.94566089623399,335,0.13006208926319357,329,3-13,0.42632421374079515,0.4430008558364034,0.4127744420381136,0.1875,-17.77967325014624,333
Stony Brook,0,0,8,2,113,156,AE,23-8,96.79836450606581,295,99.44709694734772,105,0.423004725716457,195,12-4,0.3395727993244428,0.41697337003328033,0.2866892772457682,0.75,-3.880186200135043,102
Syracuse,1,0,5,6,39,42,ACC,20-13,110.49372005508772,47,92.97696802537388,22,0.8792109397019874,29,10-8,0.7105545654776695,0.5535283504099312,0.8119038938575631,0.5555555555555556,0.3861162194746275,48
Temple,1,0,8,3,34,56,Amer,23-9,109.36105645246776,63,97.85434772612078,78,0.7821959303034802,60,13-5,0.6201758281593108,0.530553978177022,0.6778463677648191,0.7222222222222222,1.7608285385974038,37
Tennessee,1,0,9,2,7,5,SEC,28-4,123.52180145182444,3,94.45955224809822,32,0.9562625744983108,7,15-3,0.7126076986194658,0.5602806326949725,0.7904197739166067,0.8333333333333334,10.027577505521297,3
Tennessee-Martin,0,0,6,7,294,311,OVC,10-19,104.26654013166902,155,114.43059467153259,341,0.2554588683777631,283,6-12,0.4240610020037479,0.4783823770449632,0.39825123302524545,0.3333333333333333,-13.35790028153289,268
Tennessee State,0,0,4,7,310,316,OVC,7-21,97.22360869945518,286,109.13604037361381,281,0.20929362408088734,304,6-12,0.44343466697010264,0.5528267178897677,0.3826613053480666,0.3333333333333333,-14.38224521007574,291
Tennessee Tech,0,0,2,12,317,331,OVC,6-23,88.14366609760646,348,104.01966124967055,183,0.12959588064850514,330,4-14,0.43311453464105215,0.5131752477508804,0.384188543296157,0.2222222222222222,-16.401964793411533,319
Texas,0,0,5,6,65,38,B12,16-16,114.09512771244056,20,96.09130574263224,51,0.8781404827558394,30,8-10,0.7641083834047624,0.6420430038692729,0.8444268412642716,0.4444444444444444,-0.5920143666012576,58
Texas-Arlington,0,0,8,2,157,161,SB,16-15,101.03006358540287,223,98.71046584094731,92,0.5663838351128209,142,12-6,0.5402639676215365,0.5907425827627749,0.4985692382777057,0.6666666666666666,-6.805982662406868,150
Texas-El Paso,0,0,2,14,330,288,CUSA,6-21,89.16526665709257,344,99.66444555156819,108,0.2175246302081275,300,3-15,0.46263037206144053,0.4827731012081642,0.45255900748807865,0.16666666666666666,-15.502596318805539,308
Texas-Rio Grande Valley,0,0,8,4,141,168,WAC,17-16,97.50901267377787,280,99.42995363468717,104,0.44414684384556025,184,9-7,0.4913280459498583,0.5008378194557884,0.4710545413216634,0.5625,-8.221410486920634,172
Texas-San Antonio,0,0,7,2,139,141,CUSA,14-14,105.35194307841698,137,101.60869929223969,142,0.6025353750833976,132,11-7,0.5215791690035545,0.5907604301446282,0.4856572866628942,0.6111111111111112,-8.847518141624429,184
Texas A&M,0,0,5,11,124,84,SEC,14-18,106.35582789472257,121,98.44960672073341,89,0.7085440978841868,83,6-12,0.6944255365589314,0.518439150912886,0.8111648657908209,0.3333333333333333,-4.4494728489575905,114
Texas A&M-Corpus Christi,0,0,5,6,278,270,Slnd,10-18,94.34417259220001,319,103.95021055444498,182,0.24692705303095594,290,9-9,0.38396174910244263,0.582293731597615,0.2940071556729248,0.5,-13.744520349605628,279
Texas Christian,0,0,4,7,48,52,B12,20-13,110.33372596562154,49,95.47156767625712,40,0.8407519167742716,43,7-11,0.7112202659099189,0.5054080664976708,0.8486389535597776,0.3888888888888889,1.0201947270825347,42
Texas Southern,0,0,11,2,192,230,SWAC,19-13,101.88093821450504,201,110.09203964146022,295,0.29082375860089843,261,14-4,0.3478561325282138,0.713335223887329,0.1502260756691895,0.7777777777777778,-6.584777106073238,145
Texas State,0,0,7,2,114,134,SB,22-9,100.89505293091945,225,97.49650502289228,70,0.5972549158787148,136,12-6,0.457997930559619,0.383088239966008,0.4952195949428482,0.6666666666666666,-3.335622546595019,93
Texas Tech,1,0,11,1,16,10,B12,26-6,113.41265773795983,24,86.73546019259545,2,0.9562261306220281,8,14-4,0.6735006270814482,0.4461121812746126,0.8355065585896415,0.7777777777777778,6.940385746333671,12
Toledo,0,0,10,1,42,62,MAC,24-7,108.79473090256715,68,97.58455305209291,73,0.7773954777781388,64,13-5,0.5188081959940207,0.4334203397317611,0.5739637933443784,0.7222222222222222,-0.1995731211806161,53
Towson,0,0,5,8,298,255,CAA,9-22,99.87039191826098,250,109.63138116066756,289,0.25495082779625333,284,6-12,0.4131228623779599,0.4328863418158399,0.40873501722496336,0.3333333333333333,-16.98021345444694,325
Troy,0,0,2,11,251,256,SB,10-18,101.34104603821186,214,108.32075470441143,269,0.31735359434072385,245,5-13,0.5130612355053333,0.5327271504324489,0.5021357272124917,0.2777777777777778,-11.81841843834536,234
Tulane,0,0,0,12,293,298,Amer,4-27,96.30773707220473,300,105.16383107503827,209,0.26665435544040905,271,0-18,0.6031328131133888,0.44659409025753954,0.6949982948796943,0,-17.298146074201696,327
Tulsa,0,0,6,7,105,94,Amer,18-14,104.41198600468385,153,99.38845871075142,102,0.6380816269615833,125,8-10,0.5957308466644361,0.4782099349593868,0.6759261325992931,0.4444444444444444,-3.572562142535458,98
UC-Davis,0,0,6,6,288,247,BW,9-20,95.47965186971317,310,102.4363258330842,156,0.30815165128233235,251,7-9,0.46038556143892084,0.5918457718243971,0.36669718935012435,0.4375,-14.03200534698216,283
UC-Irvine,1,1,12,1,66,68,BW,29-5,106.37952907309575,119,96.82041296352003,61,0.7470208639578173,73,15-1,0.41190176930901073,0.5397967284300437,0.31296015605071864,0.9375,0.6828054556965876,46
UC-Riverside,0,0,3,8,327,314,BW,7-23,97.2925370250025,285,112.13013973774324,323,0.16351750557901298,320,4-12,0.4214634825351107,0.44166021671390937,0.3847062996773859,0.25,-18.260455424836724,337
UC-Santa Barbara,0,0,7,2,156,164,BW,20-10,103.17755920739346,175,105.5416357981477,222,0.4352352227465495,187,10-6,0.34968473765825203,0.3495413902678252,0.35113191728577803,0.625,-6.06738772875306,138
UCLA,0,0,6,7,108,120,P12,17-16,107.72603692902771,91,101.23701632911349,131,0.6713856242525876,103,9-9,0.6363558404451428,0.6013006294973415,0.6563534337010534,0.5,-5.296584080857626,124
University of California,0,0,3,12,257,229,P12,8-23,102.52846059805047,187,107.09870552255694,253,0.3771834444252939,216,3-15,0.6212226644709391,0.5354245207570064,0.6708116382583129,0.16666666666666666,-13.57923424912515,275
Utah,0,0,7,3,112,105,P12,17-14,113.61063362712267,23,106.35523253443947,237,0.6811175166795338,98,11-7,0.6113351288950236,0.511764300175816,0.6654759470363696,0.6111111111111112,-4.26930803273594,109
Utah State,1,1,11,1,29,29,MWC,27-6,111.9493828742156,36,96.6170506788784,60,0.8447302427337089,41,15-3,0.5091312572723181,0.5217602469343073,0.48442372522876176,0.8333333333333334,1.9571819616140917,34
Utah Valley,0,0,10,2,60,90,WAC,22-9,107.826395526178,89,102.3593513107052,154,0.6452849764733225,118,12-4,0.4697253212868277,0.4948610336842739,0.44651264707713295,0.75,-2.374703932909193,77
Valparaiso,0,0,2,8,230,191,MVC,13-18,96.72576325340762,296,101.27660798300843,133,0.37081541634972953,220,7-11,0.46988781921144895,0.44044217391583407,0.4811430077030788,0.3888888888888889,-12.203010618243395,243
Vanderbilt,0,0,0,14,220,155,SEC,9-23,100.31208824757252,235,100.33296522291386,118,0.4994017168662852,159,0-18,0.6937753189322607,0.47853959299708176,0.8484028554995487,0,-9.1348359757732691,194
Vermont,1,1,10,1,67,71,AE,26-6,106.7416274962898,109,97.84971896953466,77,0.7311080349530662,78,14-2,0.37374359413623975,0.5790390178710998,0.2489980033966204,0.875,-0.9896957326603063,62
Villanova,1,1,7,1,17,26,BE,25-9,115.77148755539012,17,98.09010116108686,84,0.8705596767733944,34,13-5,0.7075368142023515,0.6081590817700224,0.766993738845851,0.7222222222222222,3.541200022396273,26
Virginia,1,0,11,1,3,1,ACC,29-3,123.59761099607309,2,88.53715274428228,7,0.9788864966945714,1,16-2,0.6986709721938622,0.4888831483477411,0.8173699044167907,0.8888888888888888,11.006943339429336,2
Virginia Commonwealth,1,0,12,1,22,34,A10,25-7,104.7818114743367,146,87.24414581741695,3,0.8915287002155043,24,16-2,0.5573537217231773,0.5988927429239168,0.5246843373443046,0.8888888888888888,1.0960488268174806,41
Virginia Tech,1,0,8,5,27,11,ACC,24-8,118.573098407629,11,93.6898351622788,28,0.9375386045039993,12,12-6,0.6616166117124976,0.4231237053004801,0.7997554468192549,0.6666666666666666,4.917776984095326,20
VMI,0,0,4,8,282,305,SC,8-21,101.20465310557582,218,111.74718390970459,320,0.24239666852634403,293,4-14,0.5256704910866535,0.46878603418789766,0.5488424198137182,0.2222222222222222,-13.094356576641655,263
Wagner,0,0,5,7,267,300,NEC,11-17,92.83019547340344,332,106.06093169450135,234,0.1776602587855817,315,8-10,0.33417550122370887,0.4796132536272999,0.2554812667339224,0.4444444444444444,-13.53152731366914,273
Wake Forest,0,0,3,13,177,184,ACC,11-20,103.89701314980618,163,102.81448848862009,162,0.5300760190273675,153,4-14,0.6725046739940823,0.4019082445715503,0.8468789725713336,0.2222222222222222,-7.534309654678236,163
Washington,1,0,9,1,20,45,P12,26-8,105.39101129826096,136,93.10199646945192,24,0.8062444710319557,51,15-3,0.6240569027777073,0.5814054744088148,0.6313883951455492,0.8333333333333334,3.0728248045240267,28
Washington State,0,0,3,11,262,206,P12,11-21,104.92104280921994,143,109.15950972433956,283,0.3880718739078025,210,4-14,0.5442763868794143,0.3383946277915447,0.6770035484372159,0.2222222222222222,-12.281230945519729,245
Weber State,0,0,4,4,208,182,BSky,16-15,99.86910146676723,251,104.97149620649043,203,0.36053846691029956,224,11-9,0.3648512139565396,0.5165772015850361,0.2910396096995155,0.55,-10.694782998789698,214
West Virginia,0,0,3,10,110,106,B12,14-20,108.2321580149517,79,99.97893863707077,111,0.71344365542352,81,4-14,0.7438015458591836,0.5418917435027872,0.8627579420412106,0.2222222222222222,-3.810828611630245,101
Western Carolina,0,0,2,8,292,295,SC,6-25,100.37914720782035,233,109.84266168769364,293,0.261905752417474,275,4-14,0.5542823214743055,0.5916614826156301,0.5466898614323716,0.2222222222222222,-16.601512895734373,320
Western Illinois,0,0,3,8,335,303,Sum,8-21,97.04554950982714,288,107.04097858111497,251,0.24464866798051157,292,4-12,0.40339812480108134,0.3771657391120458,0.4022326289053887,0.25,-16.003888614720868,313
Western Kentucky,0,0,8,2,75,111,CUSA,20-14,103.94331254917029,161,99.17588976410113,97,0.6317969526751824,126,11-7,0.5428899791855905,0.592557343598931,0.49510611384011555,0.6111111111111112,-5.606760741288881,129
Western Michigan,0,0,2,6,284,276,MAC,7-24,98.34065790422136,270,105.1675101054237,210,0.3160803677838003,246,2-16,0.5582079640052906,0.4616777084412989,0.615461644145477,0.1111111111111111,-15.227766469254789,303
Wichita State,0,0,9,6,69,83,Amer,19-14,106.06994561251125,125,96.53112638739941,57,0.7471901650293297,72,10-8,0.6336646527462199,0.6116370441554136,0.645211886666351,0.5555555555555556,-3.0072518359291838,86
William & Mary,0,0,7,4,191,193,CAA,13-17,102.14073752047555,195,106.70126884598889,243,0.37699181207054555,217,10-8,0.452486863447583,0.5606260606320453,0.3953776214243088,0.5555555555555556,-11.118879643822302,223
Winthrop,0,0,7,4,162,179,BSth,15-12,104.17461981326284,156,107.23132966932263,255,0.4176131909031351,197,10-6,0.4191272296355905,0.5110127524460919,0.35915855598166024,0.625,-6.539464150017069,144
Wisconsin,1,0,9,4,25,17,B10,23-10,108.75854223917614,71,87.62113341645532,5,0.9231007301742145,13,14-6,0.7574861637055043,0.5629770325507263,0.850050062351231,0.7,6.215281449746309,15
Wofford,1,1,12,1,21,13,SC,26-4,116.66061009914921,13,97.7503341041078,75,0.8843006247487468,27,18-0,0.5246349829045234,0.6111261159138595,0.47851130622106486,1,3.9813977503317464,24
Wright State,0,0,10,1,146,140,Horz,19-13,105.02366753251638,142,99.7604928475258,109,0.6436530751836236,121,13-5,0.46432388164523547,0.5816835398161886,0.39414396572551275,0.7222222222222222,-6.599369296192372,146
Wyoming,0,0,3,10,328,321,MWC,7-24,94.23621642618755,322,106.32712717760147,236,0.19969006534324804,307,4-14,0.49335409734245983,0.4342510780646052,0.5351416308126704,0.2222222222222222,-17.659697578908084,332
Xavier,0,0,6,3,79,67,BE,18-15,110.36326179866393,48,99.40395286740957,103,0.7690105028510157,67,9-9,0.6972267969608041,0.5612650075959249,0.778342566157914,0.5,-2.9321631044115968,85
Yale,1,1,8,1,51,86,Ivy,20-7,109.53505664003958,61,101.53978062778924,138,0.7050849639955258,86,10-4,0.4861759245696625,0.4695402501676997,0.5055023309472505,0.7142857142857143,-1.1173670611499202,63
Youngstown State,0,0,6,6,300,269,Horz,10-20,103.63246446133451,167,111.23060786803381,311,0.30710645455253255,253,8-10,0.46165405096935014,0.5035359351019113,0.4306974324529492,0.4444444444444444,-14.063023101314178,285
